26.008916,-80.263698
18.4596876,-69.9485084
25.6668,-80.3565
25.80908,-80.18638
18.4239,-66.0831
46.813,8.4445
46.813,8.4445
25.85729292,-80.12302118
18.1972,-67.1406
25.69027778,-80.165
18.04433901,-63.11329956
-28.4832,24.677
26.124354,-80.249503
-23.58862417,-46.7201145
-18.7269888,-39.8434454
36.21242198,-86.69599202
30.3194,-81.66
25.9471,-80.2109
-23.56068,-46.67734
38.9065773,-77.0029726
23.46667,-75.68333
30.33,-81.65
25.9812024,-80.148379
26.3750782,-80.0863419
28.27513636,-81.66862789
38.8991,-77.029
25.7877,-80.2241
25.79901,-80.12911
29.63680325,-82.37365544
25.8706,-80.2171
18.45055304,-68.42196231
26.00654,-80.40987
18.5,-69.9833
32.0811,-81.0911
25.9812024,-80.148379
38.90181532,-77.03733586
28.05719241,-82.47945726
50.501,4.4768
41.9031,12.4958
62.1984,17.5514
-12.0436,-77.0212
30.4419,69.3597
31.3893,35.3612
9.0846,8.6742
-28.4832,24.677
47.6965,14.7545
46.813,8.4445
-43.5877,170.3666
38.8991,-77.029
18.2233,-66.4289
28.54913,-81.51075
30.33,-81.65
28.51,-81.32
28.386225,-80.705403
12.14166796,-86.28465609
25.758,-80.193
28.031097,-82.612103
28.3551,-80.7243
26.5281,-80.0764
25.7877,-80.2241
51.5147452,-0.13133168
38.8991,-77.029
38.8991,-77.029
-34.6085,-58.3735
27.38,-80.44
-34.6085,-58.3735
27.69223,-82.72037
28.826996,-81.6856833
27.94213534,-82.45490983
35.6810651,-86.9896509
28.4179177,-81.4620431
30.75127778,-80.859375
56.9547,-98.309
56.9547,-98.309
25.766667,-80.2
26.04852253,-80.2527988
18.4501724,-78.05790265
41.28461206,-70.09487215
18.5333,-68.3667
40.98786454,-75.20051256
25.813,-80.1341
25.69027778,-80.165
26.18944444,-80.09777778
30.32633066,-81.65339546
26.15971,-81.75838
28.41630219,-81.58050366
32.6865,-117.1583
28.13333333,-81.63166667
33.76015033,-84.39672184
28.3774,-81.5217
25.81255,-80.191
50.501,4.4768
41.9031,12.4958
62.1984,17.5514
-12.0436,-77.0212
30.4419,69.3597
31.3893,35.3612
9.0846,8.6742
-28.4832,24.677
47.6965,14.7545
25.9330568,-80.16242981
46.813,8.4445
-43.5877,170.3666
18.2233,-66.4289
20.8999996,-71.0999985
32.79755357,-96.77401775
25.813,-80.1341
26.71,-80.0644
55.852472,-4.309626
39.5406,-105.04
26.71,-80.0644
32.7974595,-96.797986
25.7877,-80.2241
38.1500695,-79.0735978
40.4203,-3.7058
38.8991,-77.029
-34.6085,-58.3735
29.73872162,-95.48964797
25.813,-80.1341
26.926,-80.105
21.78902,-72.19746333
55.7522,37.6156
44.5202,-63.6288
26.124354,-80.249503
52.5161,13.377
41.9843088,-87.7271315
56.9547,-98.309
9.0846,8.6742
62.1984,17.5514
46.813,8.4445
47.6965,14.7545
35.22694444,-80.84333333
19.32180429,-81.37819631
33.55221341,-79.01937427
28.329887,-82.559683
18.34611111,-66.04861111
